,domain,feature,id,miss_test,miss_test_neg,miss_test_pos,miss_train,miss_train_neg,miss_train_pos,n_test_neg,n_test_pos,n_train_neg,n_train_pos,numeric,odds_ratio_test,odds_ratio_train,tl,unit
136,scores and scales,metabolic equivalents,s12,0.8420493544696845,0.8421953857245854,0.840630472854641,0.8457782590042697,0.8466495426073634,0.8373111451718853,1949.0,230.0,7696.0,842.0,True,0.0,0.0,1.0,
137,comorbidities and diagnosis,history of infection diagnosis,c65,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
138,comorbidities and diagnosis,history of dehydration,c55,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
139,comorbidities and diagnosis,history of peripheral arterial disease,c63,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
140,comorbidities and diagnosis,history of drug related disorder,c31,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
141,comorbidities and diagnosis,history of copd,c37,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
142,comorbidities and diagnosis,drug related disorder,c31,0.0013074031704526,0.0011715933669791,0.0026269702276707,0.0011644773131218,0.0010139245640123,0.0026275454346398,13542.0,1202.0,53556.0,4786.0,False,0.5040244240910354,0.7568094740508533,1.0,
143,comorbidities and diagnosis,drug related disorder,c31,0.9991011603203138,0.999098774333093,0.999124343257443,0.999366687777074,0.9993465819476364,0.9995620757608934,10.0,1.0,29.0,2.0,False,2.0,2.0,2.0,
144,comorbidities and diagnosis,drug related disorder,c31,0.99975486190554,0.9998197548666186,0.999124343257443,0.999836564587632,0.9998422784011536,0.9997810378804468,2.0,1.0,7.0,1.0,False,2.0,2.0,3.0,
145,comorbidities and diagnosis,history of alcohol related disorders,c5,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
146,comorbidities and diagnosis,dehydration,c55,0.0096420983820886,0.0082912761355443,0.0227670753064798,0.0104394369650043,0.0086972195935288,0.0273702649441646,13396.0,1169.0,52891.0,4656.0,False,0.4889281262982967,1.4290671392340588,1.0,
147,comorbidities and diagnosis,dehydration,c55,0.9992645857166204,0.9991888968997836,1.0,0.999325828923982,0.9993015186336804,0.9995620757608934,10.0,0.0,31.0,2.0,False,2.0,2.0,2.0,
148,comorbidities and diagnosis,dehydration,c55,0.99975486190554,0.999729632299928,1.0,0.999775276307994,0.9997746834302196,0.9997810378804468,3.0,0.0,10.0,1.0,False,2.0,2.0,3.0,
149,comorbidities and diagnosis,history of obesity,c69,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
150,comorbidities and diagnosis,history of liver cirrhosis,c51,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
151,comorbidities and diagnosis,alcohol related disorders,c5,0.0060467396633436,0.0051369863013698,0.0148861646234675,0.0055159451674191,0.0049569645351719,0.0109481059776658,13480.0,1185.0,53321.0,4747.0,False,3.266784106478763,1.818327743533962,1.0,
152,comorbidities and diagnosis,alcohol related disorders,c5,0.9991011603203138,0.9990086517664024,1.0,0.999305399497436,0.999233923662746,1.0,11.0,0.0,34.0,0.0,False,2.0,2.0,2.0,
153,comorbidities and diagnosis,alcohol related disorders,c5,0.9996731492073868,0.9996395097332372,1.0,0.99979570573454,0.9997746834302196,1.0,4.0,0.0,10.0,0.0,False,2.0,2.0,3.0,
154,comorbidities and diagnosis,number of previous diagnosis,c76,0.0,0.0,0.0,0.0,0.0,0.0,21191.0,1885.0,78829.0,7032.0,True,0.0,0.0,0.0,
155,comorbidities and diagnosis,history of psychiatric disorder,c1,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
156,comorbidities and diagnosis,carcinoma,c53,0.034891322111456,0.0343366979091565,0.0402802101576181,0.0388363398639399,0.0376503988103285,0.0503612874972629,12940.0,1151.0,51031.0,4553.0,False,0.0431389123696814,0.1768647725493799,1.0,
157,comorbidities and diagnosis,carcinoma,c53,0.963719562019938,0.9632299927901946,0.968476357267951,0.9630431673782917,0.9637690955792888,0.9559886139697832,442.0,38.0,1748.0,205.0,False,2.0,2.0,2.0,
158,comorbidities and diagnosis,carcinoma,c53,0.9876613825788528,0.9872927180966112,0.9912434325744308,0.986516578479642,0.9860303726736064,0.9912415152178672,150.0,10.0,646.0,40.0,False,2.0,1.391575663026521,3.0,
159,comorbidities and diagnosis,history of chronical pain,c47,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
160,comorbidities and diagnosis,history of dissociative  disorder,c33,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
161,comorbidities and diagnosis,history of nutritional deficiency,c59,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
162,comorbidities and diagnosis,hypertension ,c17,0.2184180421637522,0.2132299927901946,0.2688266199649737,0.2229463318964636,0.2147041593438781,0.3030435734617911,10394.0,877.0,41024.0,3311.0,False,1.4432755925405425,0.938326954655902,1.0,
163,comorbidities and diagnosis,hypertension ,c17,0.9894590619382252,0.9890951694304254,0.9929947460595446,0.9885799505607876,0.9885989815691046,0.9883950076636742,122.0,8.0,518.0,53.0,False,2.0,2.0,2.0,
164,comorbidities and diagnosis,hypertension ,c17,0.9973034809609412,0.9970259552992068,1.0,0.9968538683119164,0.99675544139516,0.9978103788044668,33.0,0.0,147.0,10.0,False,2.0,1.3661971830985915,3.0,
165,comorbidities and diagnosis,history of respiratory failure,c3,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
166,comorbidities and diagnosis,parkinson disease,c43,0.0038404968132047,0.0027937995674116,0.0140105078809106,0.0037590144844634,0.0028840520931909,0.0122618786949857,13515.0,1188.0,53453.0,4735.0,False,6.773617021276596,6.656789831685142,1.0,
167,comorbidities and diagnosis,parkinson disease,c43,0.9979571825461676,0.998197548666186,0.9956217162872154,0.9980387750515844,0.9981974674417556,0.996496606087147,20.0,6.0,88.0,16.0,False,2.0,2.0,2.0,
168,comorbidities and diagnosis,parkinson disease,c43,0.9983657460369342,0.9985580389329488,0.9964973730297724,0.9986107989948724,0.998760758866207,0.9971534924458068,16.0,4.0,55.0,13.0,False,2.0,0.3999999999999999,3.0,
169,comorbidities and diagnosis,unspecific delir,c29,0.0125020428174538,0.0067591925018024,0.0683012259194395,0.0123598030603281,0.0069848136631968,0.0645938252682285,13420.0,1113.0,53119.0,4462.0,False,7.393148979923156,6.550449409203631,1.0,
170,comorbidities and diagnosis,unspecific delir,c29,0.9992645857166204,0.9991888968997836,1.0,0.99948926433635,0.9994367085755488,1.0,9.0,0.0,25.0,0.0,False,2.0,2.0,2.0,
171,comorbidities and diagnosis,unspecific delir,c29,0.99975486190554,0.999729632299928,1.0,0.999877423440724,0.9999098733720878,0.9995620757608934,3.0,0.0,4.0,2.0,False,2.0,2.0,3.0,
172,comorbidities and diagnosis,history of cognitive impairment,c25,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
173,comorbidities and diagnosis,hypercholesterolemia,c23,0.0130740317045269,0.0127974044700792,0.0157618213660245,0.0141575925963758,0.0134739308728764,0.0208014013575651,13342.0,1184.0,52755.0,4702.0,False,1.545684940642924,0.5662475893968162,1.0,
174,comorbidities and diagnosis,hypercholesterolemia,c23,0.998856022225854,0.9987382840663304,1.0,0.9989580992461542,0.9989410121220316,0.9991241515217868,14.0,0.0,48.0,4.0,False,2.0,2.0,2.0,
175,comorbidities and diagnosis,hypercholesterolemia,c23,0.9995914365092337,0.9995493871665464,1.0,0.999816135161086,0.9998197467441756,0.9997810378804468,5.0,0.0,8.0,1.0,False,2.0,2.0,3.0,
176,comorbidities and diagnosis,history of metabolic acidosis,c13,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
177,comorbidities and diagnosis,history of nicotine related disorders,c11,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
178,comorbidities and diagnosis,depression,c19,0.0217355777087759,0.0205479452054794,0.0332749562171629,0.0238411407791783,0.0227344418908566,0.0345960148894241,13217.0,1160.0,52127.0,4624.0,False,3.8432388424246913,0.6663884402646962,1.0,
179,comorbidities and diagnosis,depression,c19,0.9983657460369342,0.9982876712328768,0.999124343257443,0.9982022104639524,0.9981974674417556,0.9982483030435736,19.0,1.0,80.0,8.0,False,2.0,2.0,2.0,
180,comorbidities and diagnosis,depression,c19,0.9995914365092337,0.9995493871665464,1.0,0.999407546630166,0.9993691136046144,0.9997810378804468,5.0,0.0,28.0,1.0,False,2.0,2.0,3.0,
181,comorbidities and diagnosis,hyperlipidemia,c21,0.0134825951952933,0.0136085075702956,0.0122591943957968,0.0137490040654558,0.0132260826461177,0.0188307422815853,13328.0,1190.0,52803.0,4709.0,False,0.2087015177065767,0.1851966873706003,1.0,
182,comorbidities and diagnosis,hyperlipidemia,c21,0.998038895244321,0.997927180966114,0.999124343257443,0.9986720872745102,0.9985805056103826,0.9995620757608934,23.0,1.0,64.0,2.0,False,2.0,2.0,2.0,
183,comorbidities and diagnosis,hyperlipidemia,c21,0.9995097238110804,0.9994592645998558,1.0,0.999366687777074,0.9993240502906584,0.9997810378804468,6.0,0.0,31.0,1.0,False,2.0,2.0,3.0,
184,comorbidities and diagnosis,dementia,c27,0.0058833142670371,0.0035147801009373,0.0288966725043783,0.0055976628736031,0.0028164571222567,0.0326253558134442,13510.0,1166.0,53463.0,4633.0,False,19.86689814814815,22.639932983682986,1.0,
185,comorbidities and diagnosis,dementia,c27,0.9993462984147736,0.9992790194664743,1.0,0.999346258350528,0.9993916452615924,0.9989051894022334,8.0,0.0,27.0,5.0,False,2.0,2.0,2.0,
186,comorbidities and diagnosis,dementia,c27,0.9996731492073868,0.9996395097332372,1.0,0.999754846881448,0.9998197467441756,0.9991241515217868,4.0,0.0,8.0,4.0,False,2.0,2.0,3.0,
187,comorbidities and diagnosis,infection diagnosis,c65,0.0259846380127471,0.0247837058399422,0.0376532399299475,0.025475494902858,0.0235906448560226,0.0437924239106634,13088.0,1153.0,51859.0,4573.0,False,0.2137267410951622,1.167949761887137,1.0,
188,comorbidities and diagnosis,infection diagnosis,c65,0.9989377349240072,0.9989185291997116,0.999124343257443,0.9985699401417802,0.9985129106394484,0.9991241515217868,12.0,1.0,66.0,4.0,False,2.0,2.0,2.0,
189,comorbidities and diagnosis,infection diagnosis,c65,0.99975486190554,0.999729632299928,1.0,0.99969355860181,0.9997070884592852,0.9995620757608934,3.0,0.0,13.0,2.0,False,2.0,1.1111111111111112,3.0,
190,comorbidities and diagnosis,history of carcinoma,c53,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
191,comorbidities and diagnosis,liver cirrhosis,c51,0.0035953587187449,0.0033345349675558,0.0061295971978984,0.0028601197164395,0.0025911405524762,0.0054740529888329,13494.0,1195.0,53456.0,4773.0,False,2.0,1.6029147175242895,1.0,
192,comorbidities and diagnosis,liver cirrhosis,c51,0.998856022225854,0.9987382840663304,1.0,0.9986925167010562,0.9986706322382948,0.9989051894022334,14.0,0.0,59.0,5.0,False,2.0,2.0,2.0,
193,comorbidities and diagnosis,liver cirrhosis,c51,0.99975486190554,0.999729632299928,1.0,0.999713988028356,0.9997070884592852,0.9997810378804468,3.0,0.0,13.0,1.0,False,2.0,2.0,3.0,
194,comorbidities and diagnosis,history of hiv,c71,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
195,comorbidities and diagnosis,history of peripheral vascular disease,c41,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
196,comorbidities and diagnosis,metabolic acidosis,c13,0.0054747507762706,0.0042357606344628,0.0175131348511383,0.0047600563852172,0.0038754450002252,0.0133566892927523,13476.0,1181.0,53316.0,4725.0,False,0.9720407687956788,1.6204215456674471,1.0,
197,comorbidities and diagnosis,metabolic acidosis,c13,0.9994280111129268,0.9993691420331652,1.0,0.99938711720362,0.9993465819476364,0.9997810378804468,7.0,0.0,29.0,1.0,False,2.0,2.0,2.0,
198,comorbidities and diagnosis,metabolic acidosis,c13,0.9998365746036936,0.9998197548666186,1.0,0.999836564587632,0.9998422784011536,0.9997810378804468,2.0,0.0,7.0,1.0,False,2.0,2.0,3.0,
199,comorbidities and diagnosis,tia,c9,0.0005719888870731,0.0004506128334534,0.0017513134851138,0.0006128827963799,0.0004731647965391,0.0019706590759798,13550.0,1203.0,53592.0,4787.0,False,3.63477537437604,0.5839014664265498,1.0,
200,comorbidities and diagnosis,tia,c9,0.9992645857166204,0.9991888968997836,1.0,0.999407546630166,0.9993691136046144,0.9997810378804468,9.0,0.0,28.0,1.0,False,2.0,2.0,2.0,
201,comorbidities and diagnosis,tia,c9,0.99975486190554,0.999729632299928,1.0,0.999816135161086,0.9998197467441756,0.9997810378804468,3.0,0.0,8.0,1.0,False,2.0,2.0,3.0,
202,comorbidities and diagnosis,heart failure,c39,0.0170779539140382,0.0150504686373468,0.0367775831873905,0.0183456250383051,0.016267856338155,0.0385373330413838,13318.0,1160.0,52594.0,4600.0,False,4.546577711885347,0.6965903518054875,1.0,
203,comorbidities and diagnosis,heart failure,c39,0.9984474587350874,0.998467916366258,0.9982486865148862,0.9986107989948724,0.9985129106394484,0.9995620757608934,17.0,2.0,66.0,2.0,False,2.0,2.0,2.0,
204,comorbidities and diagnosis,heart failure,c39,0.9995914365092337,0.9995493871665464,1.0,0.999570982042534,0.999571898517417,0.9995620757608934,5.0,0.0,20.0,2.0,False,2.0,1.3333333333333337,3.0,
205,comorbidities and diagnosis,amputation,c67,0.0022879555482921,0.0024333093006488,0.0008756567425569,0.0020020838015076,0.0017574692442882,0.0043792423910663,13507.0,1203.0,53445.0,4766.0,False,0.8082847626977521,1.6317622317065623,1.0,
206,comorbidities and diagnosis,amputation,c67,0.9994280111129268,0.9993691420331652,1.0,0.999325828923982,0.9993465819476364,0.9991241515217868,7.0,0.0,29.0,4.0,False,2.0,2.0,2.0,
207,comorbidities and diagnosis,amputation,c67,0.9996731492073868,0.999729632299928,0.999124343257443,0.999652699748718,0.9996620251453292,0.9995620757608934,3.0,1.0,16.0,2.0,False,2.0,0.8,3.0,
208,comorbidities and diagnosis,nicotine related disorders,c11,0.0060467396633436,0.0054073540014419,0.0122591943957968,0.0054750863143271,0.0050470911630841,0.0096343332603459,13464.0,1189.0,53235.0,4750.0,False,3.3400843881856543,1.4605008069345622,1.0,
209,comorbidities and diagnosis,nicotine related disorders,c11,0.9989377349240072,0.9989185291997116,0.999124343257443,0.999264540644344,0.99918886034879,1.0,12.0,1.0,36.0,0.0,False,2.0,2.0,2.0,
210,comorbidities and diagnosis,nicotine related disorders,c11,0.9995914365092337,0.9995493871665464,1.0,0.99979570573454,0.9997972150871977,0.9997810378804468,5.0,0.0,9.0,1.0,False,2.0,2.0,3.0,
211,comorbidities and diagnosis,respiratory failure,c3,0.0163425396306585,0.0124369142033164,0.0542907180385289,0.0157919467200555,0.0122572213960614,0.0501423253777096,13307.0,1131.0,52670.0,4533.0,False,0.7017430866919336,1.566234726152365,1.0,
212,comorbidities and diagnosis,respiratory failure,c3,0.9993462984147736,0.9992790194664743,1.0,0.999366687777074,0.9993465819476364,0.9995620757608934,8.0,0.0,29.0,2.0,False,2.0,2.0,2.0,
213,comorbidities and diagnosis,respiratory failure,c3,0.9999182873018468,0.9999098774333092,1.0,0.99979570573454,0.9997972150871977,0.9997810378804468,1.0,0.0,9.0,1.0,False,2.0,2.0,3.0,
214,comorbidities and diagnosis,history of ards,c35,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
215,comorbidities and diagnosis,history of diabetes mellitus,c15,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
216,comorbidities and diagnosis,ards,c35,0.0007354142833796,0.0006308579668349,0.0017513134851138,0.0008580359149318,0.0006984813663196,0.0024085833150865,13547.0,1203.0,53569.0,4788.0,False,6.461874999999999,1.2286580753909655,1.0,
217,comorbidities and diagnosis,ards,c35,0.9992645857166204,0.9991888968997836,1.0,0.999427976056712,0.9993916452615924,0.9997810378804468,9.0,0.0,27.0,1.0,False,2.0,2.0,2.0,
218,comorbidities and diagnosis,ards,c35,0.99975486190554,0.999729632299928,1.0,0.999856994014178,0.9998648100581315,0.9997810378804468,3.0,0.0,6.0,1.0,False,2.0,2.0,3.0,
219,comorbidities and diagnosis,copd,c37,0.0174048047066514,0.0175739005046863,0.0157618213660245,0.0172424360048213,0.0163805146230453,0.025618567987738,13267.0,1185.0,52584.0,4670.0,False,3.016633399866933,0.7754544801322125,1.0,
220,comorbidities and diagnosis,copd,c37,0.9989377349240072,0.9988284066330207,1.0,0.9986107989948724,0.9985805056103826,0.9989051894022334,13.0,0.0,63.0,5.0,False,2.0,2.0,2.0,
221,comorbidities and diagnosis,copd,c37,0.9995097238110804,0.9995493871665464,0.999124343257443,0.999673129175264,0.9996845568023072,0.9995620757608934,5.0,1.0,15.0,2.0,False,2.0,0.6666666666666667,3.0,
222,comorbidities and diagnosis,chronical kidney disease,c49,0.0437162935120117,0.0411860129776495,0.0683012259194395,0.0477231404114486,0.0442521743048983,0.081453908473834,12836.0,1119.0,50658.0,4384.0,False,0.6402418188986725,0.8218408415452751,1.0,
223,comorbidities and diagnosis,chronical kidney disease,c49,0.9922372936754372,0.9916186012977648,0.9982486865148862,0.9927475535761712,0.9929701230228472,0.9905846288592074,97.0,2.0,332.0,43.0,False,2.0,2.0,2.0,
224,comorbidities and diagnosis,chronical kidney disease,c49,0.9987743095277006,0.9987382840663304,0.999124343257443,0.9978753396392164,0.9977693659591726,0.9989051894022334,14.0,1.0,101.0,5.0,False,2.0,1.5833333333333333,3.0,
225,comorbidities and diagnosis,nutritional deficiency,c59,0.0,0.0,0.0,0.0001225765592759,9.01266279121904e-05,0.0004379242391066,13559.0,1205.0,53609.0,4797.0,False,2.0,2.0,1.0,
226,comorbidities and diagnosis,nutritional deficiency,c59,0.9993462984147736,0.9992790194664743,1.0,0.999468834909804,0.9994141769185706,1.0,8.0,0.0,26.0,0.0,False,2.0,2.0,2.0,
227,comorbidities and diagnosis,nutritional deficiency,c59,0.9998365746036936,0.9998197548666186,1.0,0.999856994014178,0.9998648100581315,0.9997810378804468,2.0,0.0,6.0,1.0,False,2.0,2.0,3.0,
228,comorbidities and diagnosis,anaemia ,c73,0.0096420983820886,0.0090122566690699,0.0157618213660245,0.0078857586467547,0.0073678518318237,0.0129187650536457,13425.0,1184.0,53121.0,4737.0,False,6.288806431663575,2.066711076121844,1.0,
229,comorbidities and diagnosis,anaemia ,c73,0.9991828730184672,0.999098774333093,1.0,0.999407546630166,0.9993465819476364,1.0,10.0,0.0,29.0,0.0,False,2.0,2.0,2.0,
230,comorbidities and diagnosis,anaemia ,c73,0.99975486190554,0.999729632299928,1.0,0.999836564587632,0.9998422784011536,0.9997810378804468,3.0,0.0,7.0,1.0,False,2.0,2.0,3.0,
231,comorbidities and diagnosis,history of sleep apnea,c57,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
232,comorbidities and diagnosis,coronary heart disease,c61,0.0433077300212453,0.0402847873107425,0.0726795096322241,0.0409814296512697,0.0376954621242846,0.0729143858112546,12930.0,1115.0,51267.0,4439.0,False,2.156681526584756,1.1615229788661523,1.0,
233,comorbidities and diagnosis,coronary heart disease,c61,0.996404641281255,0.9961247296323,0.999124343257443,0.9968130094588245,0.9968230363660944,0.9967155682067004,43.0,1.0,142.0,15.0,False,2.0,2.0,2.0,
234,comorbidities and diagnosis,coronary heart disease,c61,0.9993462984147736,0.9992790194664743,1.0,0.9991623935116142,0.999166328691812,0.9991241515217868,8.0,0.0,38.0,4.0,False,2.0,0.875,3.0,
235,comorbidities and diagnosis,sleep apnea,c57,0.0122569047229939,0.011986301369863,0.0148861646234675,0.0118286379701322,0.0113108918029831,0.0168600832056053,13370.0,1188.0,52914.0,4704.0,False,0.4137055837563452,0.090184330683932,1.0,
236,comorbidities and diagnosis,sleep apnea,c57,0.9977937571498612,0.9977469358327326,0.9982486865148862,0.9982226398904984,0.9981749357847776,0.99868622728268,25.0,2.0,82.0,6.0,False,2.0,2.0,2.0,
237,comorbidities and diagnosis,sleep apnea,c57,0.9993462984147736,0.9992790194664743,1.0,0.999325828923982,0.9993240502906584,0.99934311364134,8.0,0.0,30.0,3.0,False,2.0,1.0,3.0,
238,comorbidities and diagnosis,history of unspecific delir,c29,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
239,comorbidities and diagnosis,anxiety disorder,c45,0.0061284523614969,0.0060382119682768,0.0070052539404553,0.0053729391815972,0.0051597494479743,0.0074447120648127,13459.0,1195.0,53320.0,4765.0,False,0.5041014168530946,0.0722844693432929,1.0,
240,comorbidities and diagnosis,anxiety disorder,c45,0.9994280111129268,0.9993691420331652,1.0,0.999244111217798,0.99918886034879,0.9997810378804468,7.0,0.0,36.0,1.0,False,2.0,2.0,2.0,
241,comorbidities and diagnosis,anxiety disorder,c45,0.99975486190554,0.999729632299928,1.0,0.999836564587632,0.9998422784011536,0.9997810378804468,3.0,0.0,7.0,1.0,False,2.0,2.0,3.0,
242,comorbidities and diagnosis,dissociative  disorder,c33,0.0004085634907664,0.0004506128334534,0.0,0.0003268708247359,0.0002929115407147,0.0006568863586599,13552.0,1205.0,53600.0,4796.0,False,2.0,12.906688916701432,1.0,
243,comorbidities and diagnosis,dissociative  disorder,c33,0.9991828730184672,0.999098774333093,1.0,0.999427976056712,0.9993916452615924,0.9997810378804468,10.0,0.0,27.0,1.0,False,2.0,2.0,2.0,
244,comorbidities and diagnosis,dissociative  disorder,c33,0.99975486190554,0.999729632299928,1.0,0.999836564587632,0.9998422784011536,0.9997810378804468,3.0,0.0,7.0,1.0,False,2.0,2.0,3.0,
245,comorbidities and diagnosis,diabetes mellitus,c15,0.0806504330773002,0.0770547945205479,0.1155866900175131,0.0878465341477864,0.0848992834933081,0.1164878476023647,12431.0,1068.0,48651.0,4215.0,False,1.3983494293239684,1.384171592795922,1.0,
246,comorbidities and diagnosis,diabetes mellitus,c15,0.994688674620036,0.9945025234318672,0.9964973730297724,0.993973319168931,0.9939615159298816,0.9940880227720604,63.0,4.0,279.0,28.0,False,2.0,2.0,2.0,
247,comorbidities and diagnosis,diabetes mellitus,c15,0.9978754698480145,0.9977469358327326,0.999124343257443,0.9979161984923084,0.9979721508719752,0.9973724545653602,28.0,1.0,95.0,12.0,False,2.0,2.0,3.0,
248,comorbidities and diagnosis,history of hypertension,c17,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
249,comorbidities and diagnosis,history of cerebral infarction,c7,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
250,comorbidities and diagnosis,obesity,c69,0.0662689982023206,0.0639870223503965,0.0884413309982486,0.0655988886391959,0.0635843359920688,0.0851762645062403,12541.0,1094.0,49792.0,4380.0,False,0.5539959829978047,0.596192029159273,1.0,
251,comorbidities and diagnosis,obesity,c69,0.9919921555809772,0.9920692141312184,0.9912434325744308,0.9904390283764736,0.9909648055518004,0.9853295379899276,88.0,10.0,408.0,67.0,False,2.0,2.0,2.0,
252,comorbidities and diagnosis,obesity,c69,0.9982840333387808,0.9981074260994952,1.0,0.9980183456250384,0.997904555901041,0.9991241515217868,21.0,0.0,94.0,4.0,False,2.0,1.5909090909090908,3.0,
253,comorbidities and diagnosis,history of parkinson disease,c43,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
254,comorbidities and diagnosis,history of amputation,c67,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
255,comorbidities and diagnosis,peripheral arterial disease,c63,0.0087432587024023,0.0084715212689256,0.0113835376532399,0.0101125661402684,0.0087873462214411,0.0229910225530982,13393.0,1189.0,52944.0,4673.0,False,2.1077801800638936,1.5000409310715854,1.0,
256,comorbidities and diagnosis,peripheral arterial disease,c63,0.995832652394182,0.9959444844989184,0.9947460595446584,0.9949539316431388,0.9951556937497184,0.9929932121742938,49.0,6.0,227.0,34.0,False,2.0,2.0,2.0,
257,comorbidities and diagnosis,peripheral arterial disease,c63,0.998610884131394,0.9985580389329488,0.999124343257443,0.9987333755541482,0.9988508854941192,0.9975914166849136,20.0,1.0,55.0,12.0,False,2.0,2.0,3.0,
258,comorbidities and diagnosis,peripheral vascular disease,c41,0.0004085634907664,0.0004506128334534,0.0,0.0007354593556558,0.0005182281104952,0.0028465075541931,13544.0,1203.0,53568.0,4786.0,False,3.632279534109817,3.894934994881053,1.0,
259,comorbidities and diagnosis,peripheral vascular disease,c41,0.9990194476221604,0.9990086517664024,0.999124343257443,0.9991215346585222,0.99918886034879,0.9984672651631268,11.0,1.0,36.0,7.0,False,2.0,2.0,2.0,
260,comorbidities and diagnosis,peripheral vascular disease,c41,0.9998365746036936,0.9998197548666186,1.0,0.999734417454902,0.9997296201162632,0.9997810378804468,2.0,0.0,12.0,1.0,False,2.0,2.0,3.0,
261,comorbidities and diagnosis,history of depression,c19,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
262,comorbidities and diagnosis,history of chronical kidney disease,c49,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
263,comorbidities and diagnosis,chronical pain,c47,0.0101323745710083,0.0090122566690699,0.0210157618213659,0.0099695601544465,0.0094858275877608,0.0146704620100722,13379.0,1177.0,52893.0,4720.0,False,3.352067442794058,0.4409273913647089,1.0,
264,comorbidities and diagnosis,chronical pain,c47,0.9991011603203138,0.9990086517664024,1.0,0.99908067580543,0.9989860754359876,1.0,11.0,0.0,47.0,0.0,False,2.0,2.0,2.0,
265,comorbidities and diagnosis,chronical pain,c47,0.9995914365092337,0.9995493871665464,1.0,0.99959141146908,0.999571898517417,0.9997810378804468,5.0,0.0,19.0,1.0,False,2.0,2.0,3.0,
266,comorbidities and diagnosis,history of hypercholesterolemia,c23,0.0,0.0,0.0,0.0,0.0,0.0,13561.0,1205.0,53616.0,4799.0,True,0.0,0.0,0.0,
267,comorbidities and diagnosis,psychiatric disorder,c1,0.0678215394672332,0.058129055515501,0.1619964973730298,0.0680299903981694,0.0581316750033797,0.164221589664988,12617.0,994.0,49923.0,3966.0,False,5.72602169197397,3.3564761618011216,1.0,
268,comorbidities and diagnosis,psychiatric disorder,c1,0.9959960777904886,0.9960346070656092,0.9956217162872154,0.9962614149420824,0.9964399981974674,0.994525947011167,45.0,5.0,161.0,25.0,False,2.0,2.0,2.0,
