,feature,tl,i,U1,p,AUC,2|AUC-0.5|,avai,miss,n_pos,n_neg,MI,10MI,p_corr,reject
133,lab_bili_p0.5,1,3,2608118.0,0.2012533446691943,0.5143689404637,0.028737880927399928,0.1289603379488383,0.8710396620511617,728,6965,0.0014950177593109348,0.014950177593109348,0.24948761735850536,False
134,lab_bili_p0.9,1,3,2653238.5,0.038515089898927976,0.5232675346907221,0.04653506938144414,0.1289603379488383,0.8710396620511617,728,6965,0.0012730339914406308,0.012730339914406308,0.05502155699846854,False
135,lab_ph_blood_p0.1,1,3,2190913.0,0.4316532188834884,0.49127443127849435,0.0174511374430113,0.11043685251617662,0.8895631474838234,766,5822,0.0007449637076732962,0.007449637076732962,0.4942594109352921,False
136,lab_ph_blood_p0.5,1,3,2301255.5,0.14888342207215857,0.5160168327035383,0.03203366540707653,0.11043685251617662,0.8895631474838234,766,5822,0.0,0.0,0.19087618214379304,False
137,lab_ph_blood_p0.9,1,3,2349633.5,0.015472466632627082,0.5268647643358719,0.053729528671743854,0.11043685251617662,0.8895631474838234,766,5822,0.0013124899844818572,0.013124899844818572,0.023926494792722294,True
138,lab_ggt_p0.1,1,3,1353800.5,0.4288424198345486,0.5100720159027269,0.020144031805453766,0.08654909980889798,0.913450900191102,579,4584,0.0,0.0,0.4942594109352921,False
139,lab_ggt_p0.5,1,3,1356624.5,0.3817041085824743,0.5111360156374806,0.022272031274961135,0.08654909980889798,0.913450900191102,579,4584,0.0,0.0,0.4438419867238073,False
140,lab_ggt_p0.9,1,3,1361405.5,0.3095088535847882,0.5129373551317642,0.02587471026352839,0.08654909980889798,0.913450900191102,579,4584,0.0037427190679144573,0.03742719067914457,0.3684629209342717,False
141,lab_eryt_p0.1,1,3,42948511.0,3.0035624638137695e-27,0.44200980707110743,0.11598038585778514,0.5630804304824488,0.4369195695175512,3197,30393,0.001549012967762664,0.01549012967762664,3.003562463813769e-26,True
142,lab_eryt_p0.5,1,3,43074287.5,3.9959960232341576e-26,0.4433042511671805,0.11339149766563905,0.5630804304824488,0.4369195695175512,3197,30393,0.0017403410749328163,0.017403410749328163,3.7462462717820226e-25,True
143,lab_eryt_p0.9,1,3,43495157.0,1.608615335553457e-22,0.44763568064321313,0.10472863871357374,0.5630804304824488,0.4369195695175512,3197,30393,0.002376723923917856,0.02376723923917856,1.2064615016650928e-21,True
144,lab_hb_p0.1,1,3,44317809.0,3.635950099226849e-24,0.445910755967581,0.10817848806483799,0.5688134911321957,0.4311865088678043,3238,30694,0.0003456516182533953,0.003456516182533953,3.2081912640236905e-23,True
145,lab_hb_p0.5,1,3,44734409.5,8.335976075354671e-21,0.45010244883514744,0.09979510232970512,0.5688134911321957,0.4311865088678043,3238,30694,0.0,0.0,5.683620051378185e-20,True
146,lab_hb_p0.9,1,3,45280694.0,8.464325950022499e-17,0.45559897810554467,0.08880204378891066,0.5688134911321957,0.4311865088678043,3238,30694,0.0004198207045240654,0.004198207045240654,4.883264971166826e-16,True
147,lab_hct_p0.1,1,3,3252049.5,3.0493617956998643e-16,0.42219171807992933,0.15561656384014133,0.14047674925403159,0.8595232507459685,1051,7329,0.006416063641363268,0.06416063641363268,1.4293883417343113e-15,True
148,lab_hct_p0.5,1,3,3263635.5,1.1157168855430979e-15,0.42369585054952247,0.15260829890095506,0.14047674925403159,0.8595232507459685,1051,7329,0.0061428468889981325,0.061428468889981325,5.071440388832263e-15,True
149,lab_hct_p0.9,1,3,3281665.5,8.000092152122856e-15,0.426036564206243,0.14792687158751405,0.14047674925403159,0.8595232507459685,1051,7329,0.0,0.0,3.5294524200542017e-14,True
0,respiratory_rate_meas_p0.1,2,3,119303996.0,8.072827130652943e-08,0.5235563318967393,0.04711266379347867,0.8896637274952225,0.11033627250477751,4712,48360,0.0003171511212263223,0.0031715112122632227,2.881550795246953e-07,True
1,respiratory_rate_meas_p0.5,2,3,117656802.0,0.00015099066045500467,0.5163277488024873,0.03265549760497466,0.8896637274952225,0.11033627250477751,4712,48360,0.0008131977505372312,0.008131977505372312,0.0003434035374950106,True
2,respiratory_rate_meas_p0.9,2,3,119011907.5,3.2282722606553746e-07,0.5222745241721329,0.044549048344265874,0.8896637274952225,0.11033627250477751,4712,48360,0.0018080112614877741,0.01808011261487774,1.037082463735539e-06,True
3,amount_propofol_p0.1,2,3,101225875.0,2.7826033452419994e-07,0.4769486637015205,0.04610267259695899,0.8616354309853489,0.1383645690146511,4528,46872,0.0012645075957442575,0.012645075957442575,9.052266578825238e-07,True
4,amount_propofol_p0.5,2,3,104365477.0,0.06521206380647336,0.4917416104501124,0.016516779099775225,0.8616354309853489,0.1383645690146511,4528,46872,0.0023035559707147435,0.023035559707147435,0.08683678962830908,False
5,amount_propofol_p0.9,2,3,108254803.5,0.02482930624905014,0.5100670541854608,0.020134108370921666,0.8616354309853489,0.1383645690146511,4528,46872,0.005188181394650826,0.05188181394650826,0.03646360974860506,True
6,amount_propofol_sum,2,3,112808928.0,2.0019815440844796e-12,0.5315248444451681,0.06304968889033624,0.8616354309853489,0.1383645690146511,4528,46872,0.00347216065977074,0.0347216065977074,1.0290185136594226e-11,True
7,amount_ephedrin_p0.1,2,3,2037169.5,4.706137576813291e-05,0.5440874473685264,0.08817489473705287,0.1097663191068495,0.8902336808931505,633,5915,0.002096278914727634,0.02096278914727634,0.00012094773572410157,True
8,amount_ephedrin_p0.5,2,3,2045802.0,1.360458404173576e-05,0.5463930163893708,0.09278603277874153,0.1097663191068495,0.8902336808931505,633,5915,0.0,0.0,3.800410976876185e-05,True
9,amount_ephedrin_p0.9,2,3,2032263.5,0.00013208412047813827,0.5427771523651946,0.08555430473038927,0.1097663191068495,0.8902336808931505,633,5915,0.00011881188541962295,0.0011881188541962295,0.00030308588359715657,True
10,amount_ephedrin_sum,2,3,1879079.5,0.8759408468345788,0.5018647533047824,0.0037295066095648366,0.1097663191068495,0.8902336808931505,633,5915,0.0,0.0,0.896879671858513,False
11,amount_mivacurium_p0.1,2,3,1874442.0,0.0626253931517663,0.47564625947008143,0.04870748105983713,0.13784490562242263,0.8621550943775773,511,7712,0.0,0.0,0.08426558136127715,False
12,amount_mivacurium_p0.5,2,3,1887055.0,0.10563485806609084,0.4788468526443147,0.042306294711370596,0.13784490562242263,0.8621550943775773,511,7712,0.000605119583699798,0.00605119583699798,0.13574079261492672,False
13,amount_mivacurium_p0.9,2,3,1919399.5,0.32221442625405183,0.48705438343984214,0.025891233120315715,0.13784490562242263,0.8621550943775773,511,7712,0.0,0.0,0.3750056219055981,False
14,amount_mivacurium_sum,2,3,1981130.5,0.8353866891168975,0.5027188421125285,0.005437684225056971,0.13784490562242263,0.8621550943775773,511,7712,0.001686204344042208,0.01686204344042208,0.8657031415445269,False
15,amount_cafedrin_and_theodrenalin_p0.1,2,3,23084547.5,0.002951194130103501,0.5187969074019151,0.03759381480383017,0.3955141314916016,0.6044858685083985,2067,21527,0.00029499858281867297,0.0029499858281867297,0.005267061746087498,True
16,amount_cafedrin_and_theodrenalin_p0.5,2,3,22804659.5,0.032874994955478805,0.51250676769617,0.02501353539233997,0.3955141314916016,0.6044858685083985,2067,21527,0.002365655204758399,0.02365655204758399,0.04591779186716333,True
17,amount_cafedrin_and_theodrenalin_p0.9,2,3,22675516.0,0.13100099027568893,0.5096044258412535,0.019208851682507078,0.3955141314916016,0.6044858685083985,2067,21527,0.0,0.0,0.16482348988673673,False
18,amount_cafedrin_and_theodrenalin_sum,2,3,22092502.0,0.5927939953656413,0.4965019008655302,0.006996198268939602,0.3955141314916016,0.6044858685083985,2067,21527,0.0,0.0,0.6482896034424247,False
19,amount_clonidin_p0.1,2,3,4442131.0,0.5634982524304362,0.49471008805735794,0.010579823885284112,0.15988869145405168,0.8401113085459483,1059,8479,0.003734573815914466,0.03734573815914466,0.6188848327975304,False
20,amount_clonidin_p0.5,2,3,4480699.5,0.9133269656600265,0.4990053747184763,0.00198925056304744,0.15988869145405168,0.8401113085459483,1059,8479,1.6339644397511677e-06,1.6339644397511677e-05,0.9277669176862718,False
21,amount_clonidin_p0.9,2,3,4520592.5,0.7066385127996142,0.5034481679505697,0.006896335901139361,0.15988869145405168,0.8401113085459483,1059,8479,0.0015805142596523325,0.015805142596523325,0.7535522729854807,False
22,amount_clonidin_sum,2,3,4746453.5,0.0019848097947720725,0.528601796963024,0.05720359392604801,0.15988869145405168,0.8401113085459483,1059,8479,0.0,0.0,0.003592226177862131,True
23,rate_norepinephrin_p0.1,2,3,16459103.5,2.55498934532731e-07,0.46664287112022446,0.06671425775955109,0.3058470513293325,0.6941529486706675,2198,16047,0.002997325366811854,0.029973253668118538,8.524565668001e-07,True
24,rate_norepinephrin_p0.5,2,3,17278259.5,0.12148735080193153,0.4898673017664841,0.02026539646703185,0.3058470513293325,0.6941529486706675,2198,16047,0.0,0.0,0.15456558988166536,False
25,rate_norepinephrin_p0.9,2,3,18177092.5,0.019321593140581825,0.5153507074560835,0.030701414912166936,0.3058470513293325,0.6941529486706675,2198,16047,0.0,0.0,0.028703175937164906,True
26,amount_fentanyl_p0.1,2,3,41317130.5,1.3490038705424195e-05,0.47652086568218216,0.04695826863563568,0.5186911187849934,0.4813088812150066,3116,27826,0.00110511672768987,0.011051167276898699,3.800410976876185e-05,True
27,amount_fentanyl_p0.5,2,3,42641476.5,0.12241942330920959,0.4917948814414018,0.016410237117196358,0.5186911187849934,0.4813088812150066,3116,27826,0.0,0.0,0.15498419601215205,False
28,amount_fentanyl_p0.9,2,3,44697606.5,0.004314144022725969,0.515508746264495,0.03101749252899011,0.5186911187849934,0.4813088812150066,3116,27826,0.0009079064834287554,0.009079064834287554,0.007246634077389374,True
29,amount_fentanyl_sum,2,3,47302256.5,4.3581309724431444e-17,0.5455488303114522,0.09109766062290436,0.5186911187849934,0.4813088812150066,3116,27826,0.0022470614234719744,0.022470614234719744,3.0271342159942926e-16,True
30,rate_propofol_p0.1,2,3,19583670.0,0.32351017237624147,0.5065257544002386,0.01305150880047723,0.33985985851745065,0.6601401414825494,2131,18143,0.00043928333828069377,0.004392833382806938,0.3750056219055981,False
31,rate_propofol_p0.5,2,3,20370780.0,4.763069277637865e-05,0.5268841186162395,0.05376823723247903,0.33985985851745065,0.6601401414825494,2131,18143,0.002131794619228078,0.02131794619228078,0.00012119889152009222,True
32,rate_propofol_p0.9,2,3,20389445.0,3.474341114637323e-05,0.5273668832464585,0.05473376649291706,0.33985985851745065,0.6601401414825494,2131,18143,0.0012823813666291706,0.012823813666291706,9.498996451721192e-05,True
33,amount_parecoxib_p0.1,2,3,3827075.5,0.013183522166139421,0.5099829831350475,0.01996596627009506,0.14713179334160326,0.8528682066583968,960,7817,0.00514111189540345,0.051411118954034496,0.0205343345254414,True
34,amount_parecoxib_p0.5,2,3,3826062.5,0.014474738266482177,0.5098479942219948,0.019695988443989565,0.14713179334160326,0.8528682066583968,960,7817,0.001971836214592182,0.01971836214592182,0.022366994124187356,True
35,amount_parecoxib_p0.9,2,3,3826018.0,0.014534194625444703,0.509842064304294,0.019684128608588036,0.14713179334160326,0.8528682066583968,960,7817,0.0031539507584044113,0.03153950758404411,0.022366994124187356,True
36,amount_parecoxib_sum,2,3,3847390.0,0.019241648217175833,0.5126900238795787,0.025380047759157476,0.14713179334160326,0.8528682066583968,960,7817,0.0002448182778522767,0.0024481827785227672,0.028703175937164906,True
37,amount_dexamethason_p0.1,2,3,19525353.5,0.0015764954623109474,0.5099175669519437,0.01983513390388736,0.3906360009387468,0.6093639990612532,1779,21524,0.0010897643212375296,0.010897643212375296,0.003001180250473433,True
38,amount_dexamethason_p0.5,2,3,19522469.5,0.0017166589721990706,0.5098422493776377,0.019684498755275337,0.3906360009387468,0.6093639990612532,1779,21524,0.0037372590354909363,0.03737259035490936,0.003220301867555921,True
39,amount_dexamethason_p0.9,2,3,19521599.5,0.001764855519416426,0.5098195287501597,0.019639057500319357,0.3906360009387468,0.6093639990612532,1779,21524,0.0005878533225105453,0.005878533225105453,0.0032867236847103007,True
40,amount_dexamethason_sum,2,3,19827793.5,5.0086369850945464e-05,0.517815988301854,0.03563197660370809,0.3906360009387468,0.6093639990612532,1779,21524,0.0006712711572258723,0.006712711572258723,0.00012619801031071555,True
41,rate_remifentanil_p0.1,2,3,12941837.0,6.43430463689817e-05,0.5302973570682702,0.060594714136540384,0.2822275119857847,0.7177724880142153,1602,15234,0.001101123946987359,0.01101123946987359,0.00015900156650796438,True
42,rate_remifentanil_p0.5,2,3,13230238.5,2.7823835265006194e-08,0.5421147330114631,0.08422946602292614,0.2822275119857847,0.7177724880142153,1602,15234,0.0035549935105860797,0.0355499351058608,1.0071444595924776e-07,True
43,rate_remifentanil_p0.9,2,3,13255025.0,1.2821823576589687e-08,0.5431303705473842,0.08626074109476844,0.2822275119857847,0.7177724880142153,1602,15234,0.001097099108016586,0.01097099108016586,4.707440941690786e-08,True
44,amount_norepinephrin_p0.1,2,3,19763310.0,0.001128273909090342,0.5211685299628308,0.04233705992566161,0.3224427532101787,0.6775572467898213,2230,17005,0.0023298053709093214,0.023298053709093214,0.0021801984559114127,True
45,amount_norepinephrin_p0.5,2,3,20554899.0,9.976193731005476e-11,0.542043134240391,0.08408626848078193,0.3224427532101787,0.6775572467898213,2230,17005,0.004120950370084087,0.041209503700840866,4.4980382260849255e-10,True
46,amount_norepinephrin_p0.9,2,3,20718212.0,1.0112702111606695e-12,0.546349781058855,0.09269956211771002,0.3224427532101787,0.6775572467898213,2230,17005,0.0041861501638413845,0.041861501638413845,5.414509255589418e-12,True
47,amount_norepinephrin_sum,2,3,21087959.0,6.21041095175538e-18,0.5561001973832544,0.11220039476650889,0.3224427532101787,0.6775572467898213,2230,17005,0.0029751196283445136,0.029751196283445136,4.560216041717522e-17,True
48,amount_metamizol_p0.1,2,3,54739581.0,0.14100158382281472,0.49260970447646074,0.014780591047078517,0.6336205451436617,0.36637945485633827,3213,34585,0.003879542582732487,0.03879542582732487,0.17338472269121236,False
49,amount_metamizol_p0.5,2,3,54727062.0,0.1350454730962166,0.4924970441166684,0.015005911766663216,0.6336205451436617,0.36637945485633827,3213,34585,0.0024122217823410175,0.024122217823410175,0.1668590701236907,False
50,amount_metamizol_p0.9,2,3,54720758.0,0.1321153265239991,0.4924403134745939,0.015119373050812235,0.6336205451436617,0.36637945485633827,3213,34585,0.002625508122179765,0.02625508122179765,0.16482348988673673,False
51,amount_metamizol_sum,2,3,56729318.0,0.03904302202532875,0.5105156463497805,0.021031292699561055,0.6336205451436617,0.36637945485633827,3213,34585,0.0033744842576097778,0.03374484257609778,0.053372641811220686,False
52,amount_ampicillin_sulbactam_p0.1,2,3,2969499.5,0.0008389464211422383,0.47807865316873066,0.04384269366253868,0.14170047272605357,0.8582995272739464,813,7640,0.00029996523246267337,0.0029996523246267337,0.0016585325402581172,True
53,amount_ampicillin_sulbactam_p0.5,2,3,3105253.5,0.927947464620027,0.499934554973822,0.00013089005235600304,0.14170047272605357,0.8582995272739464,813,7640,0.0012643367733606858,0.012643367733606858,0.9389074740446729,False
54,amount_ampicillin_sulbactam_p0.9,2,3,3241007.5,0.0009012251771602426,0.5217904567789133,0.04358091355782667,0.14170047272605357,0.8582995272739464,813,7640,0.0022076238824428884,0.022076238824428884,0.0017546581100771391,True
55,amount_ampicillin_sulbactam_sum,2,3,3248160.0,0.00048174597896811827,0.5229419833465351,0.045883966693070155,0.14170047272605357,0.8582995272739464,813,7640,0.00233185865283847,0.0233185865283847,0.0010065749316650926,True
56,amount_ondansetron_p0.1,2,3,22652564.0,0.007765601789016906,0.5059536296064935,0.011907259212986965,0.42159788111442653,0.5784021188855735,1928,23222,0.0031050639986847095,0.031050639986847095,0.012505919295240154,True
57,amount_ondansetron_p0.5,2,3,22652476.5,0.007785786331667022,0.5059516752607254,0.01190335052145075,0.42159788111442653,0.5784021188855735,1928,23222,0.0018893966426658526,0.018893966426658526,0.012505919295240154,True
58,amount_ondansetron_p0.9,2,3,22652477.0,0.007785670967409108,0.5059516864284155,0.011903372856830963,0.42159788111442653,0.5784021188855735,1928,23222,0.0013420288087548915,0.013420288087548915,0.012505919295240154,True
59,amount_ondansetron_sum,2,3,22903149.0,0.0037468127268452684,0.5115505408556988,0.023101081711397686,0.42159788111442653,0.5784021188855735,1928,23222,0.0036124394237653235,0.036124394237653235,0.00638412616556417,True
60,amount_piritramid_p0.1,2,3,11088839.0,0.00037123209109827594,0.5276052056914626,0.05521041138292526,0.2605860461997519,0.7394139538002481,1496,14049,0.002355681431302159,0.02355681431302159,0.0007884846893574951,True
61,amount_piritramid_p0.5,2,3,11143903.5,9.565031261642151e-05,0.5302251658918765,0.06045033178375303,0.2605860461997519,0.7394139538002481,1496,14049,0.004546960708921466,0.04546960708921466,0.00022347391220382118,True
62,amount_piritramid_p0.9,2,3,11232850.5,8.869139345848676e-06,0.5344572500830744,0.06891450016614886,0.2605860461997519,0.7394139538002481,1496,14049,0.0017748342211076906,0.017748342211076906,2.619964151589781e-05,True
63,amount_piritramid_sum,2,3,11118283.5,0.00019483598037865367,0.5290061703442078,0.05801234068841565,0.2605860461997519,0.7394139538002481,1496,14049,0.0022351766822192864,0.022351766822192864,0.00043923549962556136,True
64,amount_cefuroxim_p0.1,2,3,9855346.0,0.30926420085408424,0.49957186850655405,0.0008562629868918981,0.283199785429309,0.716800214570691,1262,15632,0.0009497646029643647,0.009497646029643647,0.3629264822808203,False
65,amount_cefuroxim_p0.5,2,3,9855346.0,0.30926420085408424,0.49957186850655405,0.0008562629868918981,0.283199785429309,0.716800214570691,1262,15632,0.0,0.0,0.3629264822808203,False
66,amount_cefuroxim_p0.9,2,3,9855346.0,0.30926420085408424,0.49957186850655405,0.0008562629868918981,0.283199785429309,0.716800214570691,1262,15632,0.00041561695621572525,0.0041561695621572525,0.3629264822808203,False
67,amount_cefuroxim_sum,2,3,10265664.0,7.950632821287263e-05,0.520371070273988,0.04074214054797598,0.283199785429309,0.716800214570691,1262,15632,0.0025888397638258454,0.025888397638258454,0.00019096379767017071,True
68,volume_water-full_electrolyte_solution_p0.1,2,3,72230060.5,0.0009001317644598011,0.49750346523305705,0.004993069533885897,0.6969859523250745,0.30301404767492546,3848,37730,0.003993233066798663,0.039932330667986626,0.0017546581100771391,True
69,volume_water-full_electrolyte_solution_p0.5,2,3,72329075.0,0.009224291522059174,0.4981854535425964,0.003629092914807175,0.6969859523250745,0.30301404767492546,3848,37730,0.0038675151930762652,0.03867515193076265,0.014724490193597565,True
70,volume_water-full_electrolyte_solution_p0.9,2,3,72362821.5,0.04707588400972936,0.4984178914025853,0.0031642171948293996,0.6969859523250745,0.30301404767492546,3848,37730,0.00198317194058939,0.0198317194058939,0.06367632731842339,False
71,volume_water-full_electrolyte_solution_sum,2,3,81592670.5,3.410796219479039e-42,0.5619908945164047,0.12398178903280943,0.6969859523250745,0.30301404767492546,3848,37730,0.003136578833192516,0.03136578833192516,7.304788570050941e-41,True
72,amount_cefazolin_p0.1,2,3,2451873.0,0.6112434261285606,0.4986396519591534,0.00272069608169323,0.10896167901565695,0.8910383209843431,874,5626,0.0,0.0,0.6628251498524897,False
73,amount_cefazolin_p0.5,2,3,2449317.0,0.4762845871124517,0.49811983590407727,0.0037603281918454634,0.10896167901565695,0.8910383209843431,874,5626,0.0019143222373543267,0.019143222373543267,0.535551079327922,False
74,amount_cefazolin_p0.9,2,3,2449145.0,0.47720310181359593,0.4980848561069438,0.003830287786112385,0.10896167901565695,0.8910383209843431,874,5626,0.007423039779809182,0.07423039779809182,0.535551079327922,False
75,amount_cefazolin_sum,2,3,2681032.0,3.598212755708209e-11,0.54524392714115,0.0904878542823,0.10896167901565695,0.8910383209843431,874,5626,0.00253015032863968,0.025301503286396798,1.6513226396732318e-10,True
76,amount_rocuronium_p0.1,2,3,2247009.5,0.5379206986460832,0.507168836175453,0.014337672350906105,0.12178563046903812,0.8782143695309619,672,6593,0.0024060396819658436,0.024060396819658436,0.5934681660495877,False
77,amount_rocuronium_p0.5,2,3,2277417.0,0.22700980528026682,0.5140320632272324,0.028064126454464766,0.12178563046903812,0.8782143695309619,672,6593,0.0,0.0,0.2713559067768771,False
78,amount_rocuronium_p0.9,2,3,2388478.5,0.0007703085814851182,0.5390995725986436,0.07819914519728721,0.12178563046903812,0.8782143695309619,672,6593,0.0004941877766115876,0.004941877766115876,0.0015346457786176387,True
79,amount_rocuronium_sum,2,3,2457266.0,2.4609693092819364e-06,0.5546254866272309,0.10925097325446176,0.12178563046903812,0.8782143695309619,672,6593,0.007033315577468446,0.07033315577468446,7.529394196255448e-06,True
80,amount_cisatracurium_p0.1,2,3,18186644.0,0.0037509846342419838,0.48125145291855864,0.037497094162882716,0.3224595165454119,0.6775404834545882,2221,17015,0.001335830390587045,0.01335830390587045,0.00638412616556417,True
81,amount_cisatracurium_p0.5,2,3,18135527.0,0.0018327839240176603,0.4798988047598968,0.04020239048020635,0.3224595165454119,0.6775404834545882,2221,17015,0.0,0.0,0.0033644676319467054,True
82,amount_cisatracurium_p0.9,2,3,18266747.5,0.0100794301368093,0.4833711362289518,0.03325772754209644,0.3224595165454119,0.6775404834545882,2221,17015,0.0,0.0,0.015892107639018344,True
83,amount_cisatracurium_sum,2,3,19897343.0,3.927768897640844e-05,0.5265196386957876,0.0530392773915751,0.3224595165454119,0.6775404834545882,2221,17015,0.005019101454838415,0.05019101454838415,0.0001035725823921002,True
84,amount_remifentanil_p0.1,2,3,15634500.5,9.632363941800623e-33,0.5889310535392158,0.17786210707843164,0.297515673718443,0.702484326281557,1649,16099,0.004519215622367678,0.04519215622367678,1.3029039647593472e-31,True
85,amount_remifentanil_p0.5,2,3,15938346.5,3.043853149220712e-41,0.6003765323950114,0.20075306479002286,0.297515673718443,0.702484326281557,1649,16099,0.008068177977349045,0.08068177977349045,6.0174635334594076e-40,True
86,amount_remifentanil_p0.9,2,3,15894730.0,6.0445604300597344e-40,0.598733556254092,0.19746711250818394,0.297515673718443,0.702484326281557,1649,16099,0.00856055338770978,0.0856055338770978,1.109608593232394e-38,True
87,amount_remifentanil__sum,2,3,15646204.0,4.891830875174805e-33,0.5893719089784475,0.17874381795689498,0.297515673718443,0.702484326281557,1649,16099,0.004772644449133834,0.04772644449133834,6.984447416221804e-32,True
88,age,2,3,157943094.5,4.4550815814862834e-160,0.6172444822632915,0.23448896452658308,0.9737653803600764,0.026234619639923573,4802,53287,0.01013854838473005,0.1013854838473005,3.816519888139916e-158,True
89,bmi,2,3,24762258.0,0.3239348173659252,0.5064816581793726,0.012963316358745258,0.42463204479163175,0.5753679552083683,2105,23226,0.005676316594585895,0.05676316594585895,0.3750056219055981,False
90,body_weight,2,3,36782404.0,0.09033095559268549,0.4901227923863081,0.019754415227383748,0.5137124082207396,0.4862875917792604,2684,27961,0.0008683165665295256,0.008683165665295256,0.11784292176304655,False
91,body_length,2,3,25033810.0,8.421983937306002e-05,0.4746690360480251,0.050661927903949855,0.4409092433030476,0.5590907566969524,2187,24115,0.0023548616881574613,0.023548616881574613,0.00019857338274198555,True
92,number_of_previous_admissions,2,3,136616000.0,5.275547880299092e-20,0.5338978095612901,0.06779561912258014,0.9737653803600764,0.026234619639923573,4802,53287,0.0017779692436543648,0.017779692436543648,4.373599371731828e-19,True
93,hospitalization_time,2,3,146974226.5,1.413275536726776e-65,0.5743887260282943,0.14877745205658854,0.9737486170248433,0.026251382975156723,4802,53286,0.002516223459580802,0.02516223459580802,4.540147661734768e-64,True
94,number_of_surgeries,2,3,130037940.0,8.992444155767717e-06,0.5081906315941211,0.01638126318824229,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,2.626202440945799e-05,True
95,aneasthesia_time,2,3,155824047.5,6.484339419502388e-142,0.6103643229627548,0.22072864592550956,0.9723907868709558,0.027609213129044186,4798,53209,0.005853139465545665,0.05853139465545665,3.3329504616242274e-140,True
96,number_of_previous_surgeries,2,3,132160080.5,6.307764766661501e-07,0.5164839952157416,0.03296799043148324,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,1.9531271626891634e-06,True
97,surgery_time,2,3,151250969.0,2.1047627604706046e-100,0.5925760858901897,0.18515217178037946,0.9725416568880545,0.027458343111945505,4796,53220,0.0040475270934490215,0.040475270934490215,9.015400490682423e-99,True
98,op_n_class_p0.1,2,3,1680552.0,0.027880957669366203,0.47401876497745765,0.0519624700450847,0.13534716867267912,0.8646528313273208,466,7608,0.0029181844131080936,0.029181844131080936,0.03980781178348397,True
99,op_n_class_p0.5,2,3,1680535.0,0.027851955616403034,0.4740139699345166,0.05197206013096678,0.13534716867267912,0.8646528313273208,466,7608,0.0015773575556801145,0.015773575556801145,0.03980781178348397,True
100,op_n_class_p0.9,2,3,1680500.0,0.027792503028699976,0.47400409778728514,0.05199180442542972,0.13534716867267912,0.8646528313273208,466,7608,0.001407532022390301,0.01407532022390301,0.03980781178348397,True
101,history_of_infection_diagnosis,2,3,130088705.0,1.39468211264918e-07,0.508389022136242,0.016778044272484083,0.9737653803600764,0.026234619639923573,4802,53287,0.0006081624411962139,0.006081624411962139,4.7162276704057803e-07,True
102,history_of_dehydration,2,3,130180921.0,3.6661781864942355e-14,0.5087494039392995,0.01749880787859892,0.9737653803600764,0.026234619639923573,4802,53287,0.0002793669981973057,0.002793669981973057,2.0937950976200414e-13,True
103,history_of_peripheral_arterial_disease,2,3,130381864.5,2.0234962673018435e-17,0.5095346947873376,0.01906938957467519,0.9737653803600764,0.026234619639923573,4802,53287,0.0009055680818972345,0.009055680818972345,1.444551501934927e-16,True
104,history_of_drug_related_disorder,2,3,128113311.5,0.030439333277629304,0.5006691484562074,0.001338296912414716,0.9737653803600764,0.026234619639923573,4802,53287,0.0005486738976743233,0.005486738976743233,0.04298301457335566,True
105,history_of_copd,2,3,129068039.5,0.00022672386949560937,0.5044002428223638,0.008800485644727685,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,0.0004980173885501847,True
106,history_of_alcohol_related_disorders,2,3,128740160.5,1.2166914116436138e-05,0.5031188857346058,0.006237771469211673,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,3.474329919915653e-05,True
107,history_of_obesity,2,3,129712528.0,0.001218517059228257,0.506918915587175,0.01383783117434989,0.9737653803600764,0.026234619639923573,4802,53287,0.001174629595827481,0.01174629595827481,0.0023370065986691195,True
108,history_of_liver_cirrhosis,2,3,128295094.0,0.006478300490488655,0.5013795577681955,0.002759115536391077,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,0.010604606535385887,True
109,number_of_previous_diagnosis,2,3,145248591.5,9.907370067247109e-86,0.5676341339499956,0.13526826789999125,0.9737653803600764,0.026234619639923573,4802,53287,0.0025537097431955758,0.025537097431955758,3.637420153260724e-84,True
110,history_of_psychiatric_disorder,2,3,143613021.0,5.929450946836418e-155,0.5612422947266759,0.12248458945335172,0.9737653803600764,0.026234619639923573,4802,53287,0.006866318672142935,0.06866318672142935,3.8096722333423987e-153,True
111,history_of_chronical_pain,2,3,127992830.5,0.8483300397003581,0.5001983065197303,0.00039661303946059157,0.9737653803600764,0.026234619639923573,4802,53287,0.0003928801815633598,0.003928801815633598,0.875585623305189,False
112,history_of_dissociative__disorder,2,3,128003034.0,0.11201786420054209,0.5002381819830718,0.0004763639661435892,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,0.1432268213907429,False
113,history_of_nutritional_deficiency,2,3,127956725.0,0.4549621642012157,0.500057205569892,0.00011441113978394313,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,0.5196678942209442,False
114,history_of_respiratory_failure,2,3,133572057.0,2.782617005722371e-55,0.5220020250255883,0.04400405005117669,0.9737653803600764,0.026234619639923573,4802,53287,0.0029581724992719938,0.029581724992719938,7.945917449673882e-54,True
